起站,訖站,單程票,悠遊卡,敬老卡、愛心卡、愛心陪伴卡,站間行駛時間
中正紀念堂,南港展覽館,35,28,14,27
中正紀念堂,南港軟體園區,35,28,14,33
中正紀念堂,東湖,35,28,14,35
中正紀念堂,葫洲,40,32,16,35
中正紀念堂,大湖公園,40,32,16,33
中正紀念堂,內湖,40,32,16,32
中正紀念堂,文德,40,32,16,30
中正紀念堂,港墘,35,28,14,28
中正紀念堂,西湖,35,28,14,27
中正紀念堂,劍南路,35,28,14,25
中正紀念堂,大直,30,24,12,22
中正紀念堂,松山機場,25,20,10,19
中正紀念堂,中山國中,25,20,10,16
中正紀念堂,南京東路,25,20,10,15
中正紀念堂,忠孝復興,20,16,8,12
中正紀念堂,大安,20,16,8,6
中正紀念堂,科技大樓,20,16,8,12
中正紀念堂,六張犁,20,16,8,15
中正紀念堂,麟光,25,20,10,16
中正紀念堂,辛亥,25,20,10,19
中正紀念堂,萬芳醫院,30,24,12,21
中正紀念堂,萬芳社區,30,24,12,23
中正紀念堂,木柵,30,24,12,24
中正紀念堂,動物園,30,24,12,25
中正紀念堂,淡水,50,40,20,39
中正紀念堂,紅樹林,50,40,20,36
中正紀念堂,竹圍,45,36,18,33
中正紀念堂,關渡,40,32,16,31
中正紀念堂,忠義,40,32,16,29
中正紀念堂,復興崗,40,32,16,27
中正紀念堂,北投,35,28,14,25
中正紀念堂,新北投,35,28,14,30
中正紀念堂,奇岩,35,28,14,23
中正紀念堂,唭哩岸,30,24,12,21
中正紀念堂,石牌,30,24,12,19
中正紀念堂,明德,30,24,12,18
中正紀念堂,芝山,30,24,12,16
中正紀念堂,士林,25,20,10,14
中正紀念堂,劍潭,25,20,10,12
中正紀念堂,圓山,20,16,8,10
中正紀念堂,民權西路,20,16,8,8
中正紀念堂,雙連,20,16,8,7
中正紀念堂,中山,20,16,8,5
中正紀念堂,台北車站,20,16,8,3
中正紀念堂,台大醫院,20,16,8,2
中正紀念堂,東門,20,16,8,3
中正紀念堂,大安森林公園,20,16,8,5
中正紀念堂,大安,20,16,8,6
中正紀念堂,信義安和,20,16,8,8
中正紀念堂,台北101/世貿,20,16,8,10
中正紀念堂,象山,25,20,10,12
中正紀念堂,小南門,20,16,8,2
中正紀念堂,古亭,20,16,8,2
中正紀念堂,台電大樓,20,16,8,4
中正紀念堂,公館,20,16,8,5
中正紀念堂,萬隆,20,16,8,8
中正紀念堂,景美,25,20,10,10
中正紀念堂,大坪林,25,20,10,12
中正紀念堂,七張,25,20,10,13
中正紀念堂,小碧潭,30,24,12,20
中正紀念堂,新店區公所,30,24,12,15
中正紀念堂,新店,30,24,12,17
中正紀念堂,蘆洲,30,24,12,23
中正紀念堂,三民高中,30,24,12,21
中正紀念堂,徐匯中學,25,20,10,19
中正紀念堂,三和國中,25,20,10,18
中正紀念堂,三重國小,25,20,10,15
中正紀念堂,迴龍,40,32,16,33
中正紀念堂,丹鳳,40,32,16,30
中正紀念堂,輔大,35,28,14,28
中正紀念堂,新莊,35,28,14,25
中正紀念堂,頭前庄,30,24,12,23
中正紀念堂,先嗇宮,30,24,12,21
中正紀念堂,三重,25,20,10,18
中正紀念堂,菜寮,25,20,10,17
中正紀念堂,台北橋,25,20,10,15
中正紀念堂,大橋頭,20,16,8,12
中正紀念堂,民權西路,20,16,8,8
中正紀念堂,中山國小,20,16,8,12
中正紀念堂,行天宮,20,16,8,11
中正紀念堂,松江南京,20,16,8,9
中正紀念堂,忠孝新生,20,16,8,7
中正紀念堂,東門,20,16,8,3
中正紀念堂,古亭,20,16,8,2
中正紀念堂,頂溪,20,16,8,7
中正紀念堂,永安市場,20,16,8,9
中正紀念堂,景安,25,20,10,11
中正紀念堂,南勢角,25,20,10,13
中正紀念堂,南港展覽館,35,28,14,27
中正紀念堂,南港,30,24,12,25
中正紀念堂,昆陽,30,24,12,22
中正紀念堂,後山埤,25,20,10,20
中正紀念堂,永春,25,20,10,19
中正紀念堂,市政府,25,20,10,17
中正紀念堂,國父紀念館,25,20,10,15
中正紀念堂,忠孝敦化,20,16,8,14
中正紀念堂,忠孝復興,20,16,8,12
中正紀念堂,忠孝新生,20,16,8,7
中正紀念堂,善導寺,20,16,8,8
中正紀念堂,台北車站,20,16,8,3
中正紀念堂,西門,20,16,8,4
中正紀念堂,龍山寺,20,16,8,8
中正紀念堂,江子翠,25,20,10,11
中正紀念堂,新埔,25,20,10,13
中正紀念堂,板橋,30,24,12,15
中正紀念堂,府中,30,24,12,17
中正紀念堂,亞東醫院,30,24,12,19
中正紀念堂,海山,35,28,14,22
中正紀念堂,土城,35,28,14,24
中正紀念堂,永寧,40,32,16,26
