起站,訖站,單程票,悠遊卡,敬老卡、愛心卡、愛心陪伴卡,站間行駛時間
景安,南港展覽館,40,32,16,31
景安,南港軟體園區,45,36,18,37
景安,東湖,45,36,18,39
景安,葫洲,45,36,18,41
景安,大湖公園,50,40,20,41
景安,內湖,50,40,20,40
景安,文德,45,36,18,38
景安,港墘,45,36,18,36
景安,西湖,45,36,18,35
景安,劍南路,40,32,16,33
景安,大直,40,32,16,31
景安,松山機場,35,28,14,27
景安,中山國中,30,24,12,24
景安,南京東路,30,24,12,23
景安,忠孝復興,30,24,12,16
景安,大安,25,20,10,15
景安,科技大樓,30,24,12,21
景安,六張犁,30,24,12,24
景安,麟光,30,24,12,25
景安,辛亥,35,28,14,28
景安,萬芳醫院,35,28,14,30
景安,萬芳社區,35,28,14,32
景安,木柵,40,32,16,33
景安,動物園,40,32,16,34
景安,淡水,60,48,24,50
景安,紅樹林,55,44,22,47
景安,竹圍,55,44,22,45
景安,關渡,50,40,20,42
景安,忠義,50,40,20,40
景安,復興崗,45,36,18,38
景安,北投,45,36,18,36
景安,新北投,45,36,18,41
景安,奇岩,45,36,18,34
景安,唭哩岸,40,32,16,32
景安,石牌,40,32,16,30
景安,明德,40,32,16,29
景安,芝山,35,28,14,27
景安,士林,35,28,14,25
景安,劍潭,35,28,14,23
景安,圓山,30,24,12,21
景安,民權西路,30,24,12,19
景安,雙連,30,24,12,18
景安,中山,25,20,10,16
景安,台北車站,25,20,10,14
景安,台大醫院,25,20,10,13
景安,中正紀念堂,25,20,10,11
景安,東門,25,20,10,11
景安,大安森林公園,25,20,10,14
景安,大安,25,20,10,15
景安,信義安和,30,24,12,17
景安,台北101/世貿,30,24,12,19
景安,象山,30,24,12,21
景安,小南門,25,20,10,13
景安,古亭,20,16,8,8
景安,台電大樓,25,20,10,11
景安,公館,25,20,10,13
景安,萬隆,25,20,10,15
景安,景美,30,24,12,17
景安,大坪林,30,24,12,19
景安,七張,30,24,12,20
景安,小碧潭,35,28,14,27
景安,新店區公所,35,28,14,22
景安,新店,35,28,14,24
景安,蘆洲,40,32,16,34
景安,三民高中,40,32,16,32
景安,徐匯中學,35,28,14,30
景安,三和國中,35,28,14,28
景安,三重國小,35,28,14,26
景安,迴龍,50,40,20,44
景安,丹鳳,45,36,18,41
景安,輔大,45,36,18,39
景安,新莊,40,32,16,36
景安,頭前庄,40,32,16,34
景安,先嗇宮,40,32,16,32
景安,三重,35,28,14,29
景安,菜寮,35,28,14,28
景安,台北橋,30,24,12,26
景安,大橋頭,30,24,12,23
景安,民權西路,30,24,12,19
景安,中山國小,30,24,12,19
景安,行天宮,30,24,12,17
景安,松江南京,30,24,12,15
景安,忠孝新生,25,20,10,13
景安,東門,25,20,10,11
景安,古亭,20,16,8,8
景安,頂溪,20,16,8,4
景安,永安市場,20,16,8,2
景安,南勢角,20,16,8,2
景安,南港展覽館,40,32,16,31
景安,南港,40,32,16,29
景安,昆陽,35,28,14,27
景安,後山埤,35,28,14,25
景安,永春,35,28,14,23
景安,市政府,30,24,12,21
景安,國父紀念館,30,24,12,20
景安,忠孝敦化,30,24,12,18
景安,忠孝復興,30,24,12,16
景安,忠孝新生,25,20,10,13
景安,善導寺,25,20,10,16
景安,台北車站,25,20,10,14
景安,西門,25,20,10,15
景安,龍山寺,30,24,12,19
景安,江子翠,35,28,14,23
景安,新埔,35,28,14,24
景安,板橋,35,28,14,26
景安,府中,40,32,16,28
景安,亞東醫院,40,32,16,30
景安,海山,45,36,18,33
景安,土城,45,36,18,35
景安,永寧,45,36,18,37
